,NbMots,NbPhrases,MotsParPhrs,MotsParPhrs_moy,MotsParPhrs_moyp,MotsParPhrs_moyt,NbRedondances,NbRed_NbMots,NbRed_NbMots_moy,NbRed_NbMots_moyp,NbRed_NbMots_moyt,NbRed_NbPhrs,NbRed_NbPhrs_moy,NbRed_NbPhrs_moyp,NbRed_NbPhrs_moyt,ProfondeurMoyenne,ProfondeurMoyenne_moy,ProfondeurMoyenne_moyp,ProfondeurMoyenne_moyt,StDevProfondeur,LargeurMoyenne,LargeurMoyenne_moy,LargeurMoyenne_moyp,LargeurMoyenne_moyt,AdjNc,NcAdj,AdjNc_NbMots,AdjNc_NbMots_moy,AdjNc_NbMots_moyp,AdjNc_NbMots_moyt,NcAdj_NbMots,NcAdj_NbMots_moy,NcAdj_NbMots_moyp,NcAdj_NbMots_moyt,AdjNc_NG,AdjNc_NG_moy,AdjNc_NG_moyp,AdjNc_NG_moyt,SynEnumTailleMoy,SynEnumNb,SynEnum_NbPhrs,SynEnum_NbPhrs_moy,SynEnum_NbPhrs_moyp,SynEnum_NbPhrs_moyt,SupEnumTailleMoy,SupEnumNb,SupEnumNb_NbPhrs,SupEnumNb_NbPhrs_moy,SupEnumNb_NbPhrs_moyp,SupEnumNb_NbPhrs_moyt,NbSensations,NbSens_NbMots,NbSens_NbMots_moy,NbSens_NbMots_moyp,NbSens_NbMots_moyt,NbComme,NbComme_NbMots,NbComme_NbMots_moy,NbComme_NbMots_moyp,NbComme_NbMots_moyt,NbPhrsSansV,NbPhrsSansV_NbPhrs,NbPhrsSansV_NbPhrs_moy,NbPhrsSansV_NbPhrs_moyp,NbPhrsSansV_NbPhrs_moyt,NbFormesImpers,NbFormesImpers_NbPhrs,NbFormesImpers_moy,NbFormesImpers_moyp,NbFormesImpers_moyt,NbPPAdj,NbPPAdj_NbMots,NbPPAdj_NbMots_moy,NbPPAdj_NbMots_moyp,NbPPAdj_NbMots_moyt,NbPPresAdj,NbPPresAdj_NbMots,NbPPresAdj_NbMots_moy,NbPPresAdj_NbMots_moyp,NbPPresAdj_NbMots_moyt,NbLexiqueArt,NbLexiqueArt_NbMots,NbLexiqueArt_NbMots_moy,NbLexiqueArt_NbMots_moyp,NbLexiqueArt_NbMots_moyt
0,-0.08519531873144802,-0.05742840779392352,-3.644290259173279e-05,-3.6442902592435614e-05,-3.644290259180648e-05,-3.644290259446354e-05,-0.07248110235402488,0.00027297307017776803,0.0002729730701782903,0.0002729730701781018,0.00027297307017804136,0.020266313912330008,0.020266313912330223,0.02026631391233021,0.020266313912330407,-0.0634858668347907,-0.06348586683479432,-0.06348586683478831,-0.06348586683478881,0.04002385629364528,-0.01221654315343148,-0.012216543153431039,-0.012216543153429207,-0.012216543153430265,-0.08665823228748151,-0.07639743543700687,-0.005777552255493905,-0.005777552255497699,-0.0057775522554941745,-0.005777552255499162,0.015758922964664804,0.01575892296466321,0.01575892296466523,0.015758922964660714,-0.0479818310574204,-0.04798183105741959,-0.0479818310574187,-0.04798183105741873,0.0187346541390629,-0.02753684873019775,0.08938659467246249,0.08938659467246306,0.0893865946724639,0.08938659467246299,0.16726821244267834,-0.06453292694376736,0.07300931000669929,0.07300931000669952,0.07300931000669753,0.0730093100067001,-0.11556193588263967,-0.07233095864738308,-0.07233095864738194,-0.07233095864738177,-0.07233095864738913,-0.08963333654406179,0.03975726562472265,0.03975726562472267,0.03975726562472363,0.03975726562472725,0.02789244250483544,0.184207220732354,0.18420722073235204,0.18420722073235185,0.18420722073235116,-0.05644212079898745,0.026009576651415775,0.026009576651418776,0.02600957665141712,0.026009576651412656,-0.08169360038090526,0.051399911033388104,0.0513999110333864,0.051399911033386765,0.05139991103339067,-0.08803150254333264,0.02037417037558615,0.020374170375584647,0.020374170375584977,0.020374170375584904,-0.012890122898056031,0.09652786729371667,0.09652786729371668,0.09652786729371635,0.09652786729371604
